21764 | 3.28 | 70.20 | 232.00
21867 | 3.28 | 72.10 | 236.00
21970 | 3.28 | 70.30 | 230.00
22073 | 3.29 | 70.80 | 232.00
22176 | 3.28 | 71.80 | 236.00
22279 | 3.28 | 70.20 | 230.00
22382 | 3.27 | 129.80 | 426.00
22485 | 3.29 | 50.30 | 168.00
22588 | 3.27 | 125.30 | 410.00
22691 | 3.29 | 50.10 | 168.00
22794 | 3.27 | 136.70 | 442.00
22897 | 3.29 | 50.80 | 168.00
23000 | 3.29 | 50.30 | 168.00
23103 | 3.29 | 49.90 | 164.00
23206 | 3.29 | 50.00 | 170.00
23309 | 3.29 | 50.10 | 168.00
23412 | 3.29 | 70.30 | 230.00
23515 | 3.28 | 71.20 | 236.00
23618 | 3.28 | 70.90 | 232.00
23721 | 3.28 | 70.20 | 230.00
23824 | 3.28 | 70.60 | 232.00
23927 | 3.28 | 72.20 | 236.00
24030 | 3.28 | 70.40 | 232.00
24133 | 3.29 | 71.00 | 232.00
24236 | 3.28 | 71.90 | 236.00
24339 | 3.28 | 70.20 | 230.00
24442 | 3.29 | 70.50 | 232.00
24545 | 3.28 | 70.30 | 230.00
24648 | 3.29 | 70.60 | 232.00
24751 | 3.28 | 70.60 | 232.00
24854 | 3.28 | 71.10 | 232.00
24957 | 3.28 | 72.40 | 232.00
25060 | 3.28 | 78.20 | 256.00
25163 | 3.29 | 70.30 | 230.00
25266 | 3.28 | 71.50 | 236.00
25369 | 3.28 | 70.60 | 232.00
25472 | 3.28 | 70.40 | 232.00
25575 | 3.28 | 71.40 | 236.00
25678 | 3.29 | 70.20 | 230.00
25781 | 3.28 | 70.30 | 232.00
25884 | 3.28 | 70.70 | 232.00
25987 | 3.28 | 71.20 | 232.00
26090 | 3.28 | 70.90 | 232.00
26193 | 3.29 | 70.90 | 232.00
26296 | 3.28 | 72.30 | 236.00
26399 | 3.28 | 70.50 | 232.00
26502 | 3.28 | 70.50 | 232.00
26605 | 3.28 | 70.90 | 232.00
26708 | 3.28 | 70.80 | 232.00
26811 | 3.28 | 70.90 | 232.00
26914 | 3.28 | 71.00 | 232.00
27017 | 3.28 | 72.00 | 232.00
27120 | 3.28 | 70.10 | 230.00
27223 | 3.28 | 70.30 | 230.00
27326 | 3.28 | 72.20 | 236.00
27429 | 3.28 | 70.30 | 232.00
27532 | 3.29 | 71.00 | 232.00
27635 | 3.28 | 72.00 | 240.00
27738 | 3.29 | 70.30 | 230.00
27841 | 3.28 | 70.60 | 232.00
27944 | 3.28 | 70.60 | 232.00
28047 | 3.28 | 70.70 | 232.00
28150 | 3.28 | 70.70 | 232.00
28253 | 3.29 | 49.40 | 160.00
28356 | 3.27 | 214.60 | 694.00
28459 | 3.29 | 50.00 | 164.00
28562 | 3.29 | 50.30 | 168.00
28665 | 3.29 | 51.30 | 170.00
28768 | 3.29 | 50.00 | 164.00
28871 | 3.29 | 50.10 | 164.00
28974 | 3.29 | 51.20 | 168.00
29077 | 3.29 | 50.70 | 168.00
29180 | 3.29 | 50.00 | 164.00
29283 | 3.29 | 50.40 | 168.00
29386 | 3.28 | 72.40 | 232.00
29489 | 3.29 | 70.50 | 232.00
29592 | 3.28 | 71.00 | 232.00
29695 | 3.28 | 71.40 | 236.00
29798 | 3.28 | 70.30 | 230.00
29901 | 3.28 | 70.70 | 232.00
30004 | 3.28 | 70.50 | 232.00
30107 | 3.28 | 76.70 | 250.00
30210 | 3.29 | 72.10 | 482.00
30313 | 3.27 | 147.30 | 482.00
30416 | 3.28 | 148.20 | 484.00
30519 | 3.26 | 147.70 | 482.00
30622 | 3.27 | 147.20 | 478.00
30725 | 3.26 | 149.30 | 488.00
